job_number,canonical_stage,declared_stage,rendered_column,ses_family,expected_family_label,rendered_family_tag,family_agrees,detail_stage,detail_stage_source,detail_contradicts_column,legacy_detail_stage,legacy_contradicts_column,canonical_pack_drafted,no_pack_chip,card_builder_links,card_anchors,trade_chip
SWMS-26428,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26427,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26426,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26425,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26424,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26422,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26421,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26420,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26419,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26418,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26417,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26416,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26415,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26414,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26413,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26412,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
AJBR 67172,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26410,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26409,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
AJBR 67205,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26393,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,report_ready,true,true,false,0,0,
SWMS-26001,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,report_ready,true,false,false,0,0,
SWMS-26895,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26880,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26868,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-TEST-001,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26645,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26641,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26631,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26599,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26519,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26518,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26516,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26508,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26497,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26437,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26423,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26505,cancelled,cancelled,cancelled,unknown,Family not determined,Family not determined,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26716,cancelled,cancelled,cancelled,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,cancelled,board_feed,false,cancelled,false,false,false,3,3,
SWMS-26959,cancelled,cancelled,cancelled,ordinary_roof_portal,Roof Report,Roof Report,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26947,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26504,cancelled,cancelled,cancelled,unknown,Family not determined,Family not determined,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26802,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26960,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26916,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26879,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26394,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26643,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26961,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-261054,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26945,cancelled,cancelled,cancelled,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26714,cancelled,cancelled,cancelled,unknown,Family not determined,Family not determined,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-261027,cancelled,cancelled,cancelled,physical_makesafe,MakeSafe,MakeSafe,true,cancelled,board_feed,false,cancelled,false,false,false,0,0,
SWMS-26856,cancelled,cancelled,cancelled,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,cancelled,board_feed,false,cancelled,false,false,false,1,1,
SWMS-26859,cancelled,cancelled,cancelled,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,cancelled,board_feed,false,cancelled,false,false,false,1,1,
